"","Year","Country","All Industries","Mining","Utilities","Total Manufacturing","Food Manufacturing","Chemicals Manufacturing","Primary and Fabricated Metals Manufacturing","Machinery Manufacturing","Computers and Electronic Products Manufacturing","Electrical Equipment, Appliances, and Components Manufacturing","Transportation Equipment Manufacturing","Wholesale Trade","Information","Finance (except depository institutions) and Insurance","Professional, Scientific, and Technical Services","Other Industries"
"1",1999,"Africa R",1247,1042,-1,142,10,2,6.96234948489521,1,0.406030828948133,10.2480016673383,1,-271.178906059884,397.638158523349,76.9684361052541,376.691373009387,1372.60257384137
"2",2000,"Africa R",3020,2461,-1,167,33.1821648712719,18,25.0175105925812,1,35.1102015936989,2,0.373886041576043,61,-26,23,39.6133930800663,676.083887568053
"3",2001,"Africa R",2415,2042,288.969933821931,185,110.740231865386,21,15,1,72.243376127655,2,8,81,-29,61,4,812.969175999363
"4",2002,"Africa R",3022,2801,236.563117832599,288,34,15,16,1,-35.1711373754576,2,7,11,-29,-23.0633721380344,4,-332.053408103532
"5",2003,"Africa R",4089,3674.57039106949,369.007887580307,445,134,48,18,1,-43.0265804917554,2,5,29,-31,-304.946129792952,4,42
"6",2004,"Africa R",7122,2674.3146428922,165.63196926613,563,14.3615448917404,9,27.1117279726875,1,0.278745877556503,0,12,471.674540256872,5,-148.075897914405,-32.8050355881999,-169.577444753183
"7",2005,"Africa R",12550,2033.8691234191,623.51021950064,371,20.7561272221861,10.1868582989928,17.3488392339406,-56.0876786422934,0.146525549818762,0,5,-134.192690278494,5,-1161.20308515769,-1,964
"8",2006,"Africa R",15189,3011.78909119525,-0.173803579236665,260,26,53.5327866965907,6.80247685732082,1,-15.5441625960925,0,34,85.7529521260589,4,-215.275253779817,-1,917
"9",2007,"Africa R",2954.09140737833,2316.47531965566,17.5812864522738,242,40.9190861194849,16.8590129840365,16.3095740969584,1,-21.5451432566757,0,38,84.3422881165551,4,-348.363236316509,47.0557494703531,591
"10",2008,"Africa R",23551,2367.03249012493,485.215566294649,393,36,77.3730943637416,36.6394035870848,-16.6436748372821,28.7555719380065,0,37,50.2199603798464,4,618.390811375143,270.091391337953,1222
"11",1999,"Argentina",493,257,43,241,72,64,16,-9,1,-29,-94,-66,51,15,-44,-6
"12",2000,"Argentina",456,703,104,84,44,20,19,22,4,-33,-101,-33,-327,137,-4,-208
"13",2001,"Argentina",-478,841,-25,-238,-24,56,27,24,0.190429244772531,-29,-404,-132,-534,158,-2,-545
"14",2002,"Argentina",-355,884,-220,-553,79,-510,-10,19,0.406987890601158,-28,49,-7,-262,90,-25,-262
"15",2003,"Argentina",1024,876,109,415,136,75,-22,-39.2626923438926,0.233289410243742,-33,29,180,-110,-297,-25,-124
"16",2004,"Argentina",1814,1147,99,779,124,299,7,29,3,19.5190072497396,122,243,-199,64,-6,-314
"17",2005,"Argentina",2526,1355,107,1087,122,545,-15.3231275102806,24,3,4,136,157,-240,102,16,-58
"18",2006,"Argentina",3554,2228,111,935,126,461,10,39,5,4,173,132,73,104,14,-41
"19",2007,"Argentina",3447,1469,370.545170452306,1406,233,512,-1,33,6,5,302,179,125,178,14,-154.141814855128
"20",2008,"Argentina",3457,228,409.961557503257,2542,918,858,13.719310543483,23,6,5,297,240,205,110,4,-257.55102206285
"21",1999,"Asia and Pacific R",153,315.298086794856,45.3409477003629,17,10,0.12350230186712,0.336838539107703,-1,102.475837181135,0,-5,27,170.700965542756,-132.551319961179,-30.5309154735401,489.270155439746
"22",2000,"Asia and Pacific R",391,592.254451900498,-105.345391682475,10,73.0853671254904,10,0.323754565091804,-1,1,0,19.5857420425643,28,-1,1069.71532853412,4,33.6340980134577
"23",2001,"Asia and Pacific R",799,703.736836837453,63.2476177189012,33,97.4142316555163,11,0.129657970974222,-1,1,0,-91.0117351641278,-256.241924770402,-1,19,5,-831.589923561705
"24",2002,"Asia and Pacific R",523,405,144.379295298265,53,0.475123966570067,18,0.30586410977412,-1,1,0,143.982684124052,-105,-1,21,5,-185.252271983713
"25",2003,"Asia and Pacific R",830,438,-46.2475354439028,57,45.6368558885655,32,0.392865097383037,-1,1,0,735.908471404934,123,-1,73.4155121322744,4,153.025036991634
"26",2004,"Asia and Pacific R",1117,432,78.9157506150419,75,34.6823012932005,23,20.2550294839319,1,0,0,304.686904204103,106,5,36,1,-488.363747130185
"27",2005,"Asia and Pacific R",1459,366,45.6557998320343,115,53.3886032413366,23,27.1245748325821,1,-29.6879103555045,0,220.201724957943,156,5,33,1,400.932903715618
"28",2006,"Asia and Pacific R",2084,409,184.902754723516,157,37.7892041144079,50,-1.70138719474303,1,-25.2029022651506,0,195.690211258377,85,6,59,1,-776.638403572033
"29",2007,"Asia and Pacific R",2212.15891000528,562,-65.3826450683946,191,85.3328557743065,37,-21.0378021041492,1,99.6924598058835,0,-73.1829438970371,188,180.881514589142,68,9,1078.66004048453
"30",2008,"Asia and Pacific R",3070,1229,-259.98375095231,224,55,49,17.0264267496363,1,374.750267246746,0,146.611418057474,185,0.457729228623066,59,7,288.773813186961
"31",1999,"Australia",3330,902,193,1558,234,242,520,-37,108,4,247,311,-42,298,114,-4
"32",2000,"Australia",4120,1289,131,2080,379,237,933,-1,84,7,321,387,-100,272,190,-130
"33",2001,"Australia",3035,1404,124,1949,241,323,928,91,41,31,217,33,-478,276,92,-365
"34",2002,"Australia",2834,1106,235,1425,-118,343,579,74,5,37.2495026809208,175,185,-256,359,174,-394
"35",2003,"Australia",4599,1435,74,2298,289,514,614,96,-60,29,377,497,35,479,285,-503
"36",2004,"Australia",7438,2234,935.290786439641,2912,305,474,761,95,47,24,467,810,167,1033,331,-610.812993277331
"37",2005,"Australia",10364,3187,937.752704848249,2919,421,362,956,154,5,35,213,966,488,1821,413,-735.773357422009
"38",2006,"Australia",11317,4142,1259.48248447737,3578,546,398,1656,205,47,16,-152,1076,1051,1599,91,-1909.81727642464
"39",2007,"Australia",11958,3127,1089.69588394562,4143,396,672,1700,253,20,96,42,1368,679,2010,449,-178.46793758617
"40",2008,"Australia",13809,7030,472.880878382199,3448,393,433,1438,234,48,127,-10,1208,618,1024,557,-1156.0630406718
"41",1999,"Austria",753,0.0292063949164003,0,592,69,35,8,16,98,-51.3698113002219,289,149,-3,1,-26,41
"42",2000,"Austria",828,0.0221646915888414,0,561,61,55,4,10,103,28.0085007267789,230,185,-35,21.204708531802,41,704.525394193199
"43",2001,"Austria",684,0.0401816650992259,0,401,44,28,2,28,82,136.070266257886,189,186,-65,2,84,76
"44",2002,"Austria",740,0.0515240660170093,-45.6020562148676,517,71,171,3,28,166,19.2374433894343,38,197,-91,3,34,758.532930671838
"45",2003,"Austria",1023,0.156859531998634,189.971784233375,457,79,39,6,40,231,44.7723270370561,15,402,174.182975454155,41.068329078693,44,47
"46",2004,"Austria",1260,0.313320676796138,236.286480545569,697,103,59,6,46,240,26,150,334,84,60,36,458.013541875429
"47",2005,"Austria",1344,0.405661390861496,40.9212328320284,563,70,64,23,72,145,9,115,325,129,138,44,-173.402667455362
"48",2006,"Austria",1207,0.0833043006714433,130.395680008759,680,86,55,21,97,119,21.8684484217697,132,306,4,94,80,138.397434767008
"49",2007,"Austria",1291,0.274135577376001,0,902,109,90,48,214,139,29.351854442459,78,307,-144,115,54,57
"50",2008,"Austria",1051,0.232428458402865,0,914,108,40,29.2329239659143,228,190,117,78,118,-165,28,-17,172
"51",1999,"Barbados",1328,60.1777100890654,0,22,-8.06394539636831,112.574052336164,0,17.3960314796942,118.182668043721,-27.0063776412583,-3,229,144.096672409177,985,21,40
"52",2000,"Barbados",2320,-30.1347551674591,0,26,3,0.199712820467539,0,8,2,4,-4,1886,152.150908814482,333,52,-16.6271301922866
"53",2001,"Barbados",1521,0.279299746034667,0,70,4,0.260837019653991,0,8,28.1308255773724,4,-4,1074,443.747764875414,236,45,184.842550931051
"54",2002,"Barbados",1657,0.35257067065686,0,82,4,0.43583570595365,0,9,7.30379827544906,4,-4,1422,-4.96295325025317,147,53,1182.4133915039
"55",2003,"Barbados",1926,5,0,116,4,0.437577236676589,0,0.452372696599923,101,5,-4,1325,517.915558841675,191,19,-234.756755081273
"56",2004,"Barbados",1959,4,0,125,31.6067846811008,0.376665445044637,0.336178295896389,0,115,0,3,1522,633.655532701856,266,45.9579205708807,-563.426454108715
"57",2005,"Barbados",1019,5,0,98,10.8520617535793,0.393809389322996,0.331813329365104,0,102.228812278563,0,3,531,-247.457602327822,307,622.737280609988,85
"58",2006,"Barbados",3141,6,0,133,-7.45558304945322,0.224691804149188,0.294098715763539,0,22.9284455469012,0,3,2253,293.053118137103,378,866.313838836571,1103.24898620675
"59",2007,"Barbados",3128,-3,0,127,31.1833502639969,0.272811148082837,0.166973249753937,0,83.797990474109,0,3,2213,289.51760638714,325,783.169341217624,645.84916483207
"60",2008,"Barbados",4314,-3,0,29,31.0562361844426,0.163694535149261,0.120485162246041,0,42.9818724520602,0,3,3005,1121.33169387159,993,555.555128826509,290
"61",1999,"Belgium",3033,-14.1304865826079,0,1725,74,1111,45,113,-3,54,126,549,34,348,139,-959.631777049235
"62",2000,"Belgium",3959,0.235164109035395,0,2054,89,1086,50,89,4,62,178,513,37,636,259,460
"63",2001,"Belgium",3787,0.182315653539263,0,1501,79,946,-21,32,4,53,36,866,-182,1327,9,267
"64",2002,"Belgium",4630,0.441289127222262,0,2364,145,1405,-5,54,4,82,128,707,-173,1539,-32,223
"65",2003,"Belgium",6069,-1,0,2118,169,1134,23,58,36,-45,91,964,-145,2177,547,409
"66",2004,"Belgium",5190,0.571176436713552,0.137117895879783,2251,218,1344,38,113,13,-27,57,815,-77,2434,-474,-799.995573798981
"67",2005,"Belgium",7764,314.108200877493,0.0453839391702786,2960,307,1297,11,482,12,56,137,1857,9,2943,-882,-948.186435307535
"68",2006,"Belgium",6695,302.285957900526,0.340972644276917,2749,273,1381,48,105,6,78,129,1278,41,2598,-838,-47.3120288711312
"69",2007,"Belgium",8260,834.178543632591,0.321999540785328,3129,177,1354,30,161,-9,63,192,1709,-33,4610,-1361,9755.5402060924
"70",2008,"Belgium",7988,1980.62132283124,0.38157681748271,1846,244,422,109,176,1,59,118,1445,-35,6305,-1801,-2672.92607038027
"71",1999,"Bermuda",3733,-5,0.380285027204081,78.2881632013959,0.0566670154221356,0.0171661213971674,0,78.2143300645766,0,0,0,941,263.520761388413,2776,17,3
"72",2000,"Bermuda",5488,-6,0.121634564595297,95.5540007080828,0,0.263043265556917,0,95.2909574425259,0,0,0,1570,83.4357563937568,3269,15,666
"73",2001,"Bermuda",5826,-5,0.0618032746715471,9.24768526505059,0,0.350281149148941,0,8.89740411590165,0,0,0,1489,21.4219191643428,3349,-23,1059
"74",2002,"Bermuda",4524,6.21062327783571,0.377300032530911,-32.9493256055514,0,0.387911410420202,0,-33.3372370159716,0,0,0,1849,-33,2451,1,227
"75",2003,"Bermuda",6336,-27.096627779036,0.161362085840665,45.8109025826951,0,0.0585107558872551,0,45.7523918268079,0,0,0,2348,18,3154,165.966488895065,691
"76",2004,"Bermuda",8276,9.13490281230648,0.339968994143419,120.440941967607,0,1,0.271152681321837,118.169789286285,1,0,0,1775,32,3980,165,2273
"77",2005,"Bermuda",8745,43.6890580441049,0.217944888048805,102,0,-32.499458574701,0.315909728058614,10.243269679734,104.361886517972,0,0,2143,132.223714234559,4168,204,2119
"78",2006,"Bermuda",9997,80.9456421745786,0.396360498154536,272,0,367.832717657795,0.186541888513602,67.1495075430472,35.6390284828844,0,0,2365,61,4997,193,5191.77748780242
"79",2007,"Bermuda",10471,30.9887584692998,0.455561692360789,454,0,119.290976323519,0.399873702204786,79.3830730354342,-61.688272975735,0,0,3850,22,5093,42,1832.86334189061
"80",2008,"Bermuda",11879,106.47423609593,0.189190172008239,375,0,208.672054235704,0.494871895294636,114.959598004348,74.6588127514395,0,0,3958,87,5120,9.03629675839384,1737
"81",1999,"Brazil",967,164,41,908,42,781,110,138,-712,-59,-215,9,-352,77,344,-223
"82",2000,"Brazil",3051,19,284,2304,54,471,255,465,7,22,63,274,26,329,123,-307
"83",2001,"Brazil",-676,-113,354,343,25,120,206,98,14,-33,-878,-55,-1142,201,121,-386
"84",2002,"Brazil",-2598,-12,-1230,667,93,52,273,211,-46,2,-493,-82,-1549,81,36,-510
"85",2003,"Brazil",948,2,155,1593,155,551,240,275,2872.91441743452,-21,-434,45,-502,105,39,-490
"86",2004,"Brazil",3283,-17,36,2861,155,711,232,440,71,21,112,183,119,270,48,-218
"87",2005,"Brazil",3180,-8,190,2117,149,-280,304,138,235,40,151,229,114,347,267,-75
"88",2006,"Brazil",5484,-35,-651.24817518328,4186,221,902,326,94,186,212,918,390,96,458,308,1735.34561169968
"89",2007,"Brazil",9371,270,-114.328739892055,7030,-266,2015,491,299,306,318,1997,604,302,708,453,1893.56019707609
"90",2008,"Brazil",13062,343,-591.769228295738,9456,389,2530,525,377,129,457.015652719596,2994,1015,675,622,500,-435.535810499205
"91",1999,"Canada",18876,1446,177,11576,614,1254,489,376,745,218,5055,1664,226,1740,261,1787
"92",2000,"Canada",22782,3171,109,14377,670,1913,565,428,1032,262,4732,1635,68,1774,322,1326
"93",2001,"Canada",18526,3406,132,9530,636,1799,576,505,496,112,2073,1361,76,2286,-25,1762
"94",2002,"Canada",16693,3228,161,8052,655,2083,431,452,108,179,1116,1197,185,2225,-129,1775
"95",2003,"Canada",22778,6798,307,8345,786,1790,529,483,481,124,521,1900,124,3091,-16,2228
"96",2004,"Canada",31032,8100,276,13423,1393,2169,674,331,811,146,1278,2412,470,3729,246,2375
"97",2005,"Canada",35371,13775,210,9664,1274,1051,580,381,416,200,137,2732,574,4265,1338,2813
"98",2006,"Canada",30360,11139,-786,10201,1308,2085,728,612,58,183,-173,3106,603,2928,927,2243
"99",2007,"Canada",32010,12006,-79,9800,1261,2214,1147,572,234,157,-831,3739,400,2968,1271,1906
"100",2008,"Canada",35052,12311,-193,9098,875,3333,905,710,670,190,-1041,3888,491,4305,1780,3373
"101",1999,"Central America R",221,0.435999320819974,-174.749945270066,91,17.0064023841441,79.0558739248178,48.1695682351533,0,1,0,0,38,-257.540795403769,39.7146247007055,-55.8150030476427,-628.73259958844
"102",2000,"Central America R",226,-70.6834190220118,85.9077283533165,72,23,17,-6,0,64.9522890366043,0,0,20,16,6,2,3
"103",2001,"Central America R",232,-48.6536587266724,164.631192858136,144,24,23,-6,0,177.90461119512,0,0,5,-13,-1,-14.1288774979444,522.49954053229
"104",2002,"Central America R",192,0.367205379414372,307.451916365538,121,25,22,-6,0,171.690220765453,0,0,11,-2,0.165443179546855,1,-222.854668424919
"105",2003,"Central America R",257,-3.38545287823078,99,127,23,15,-7,0,67.0331767516406,0,0,17,2,-4,1,-90.0569891392824
"106",2004,"Central America R",283,105.733939075023,-37.4622281123449,94,40.6948267082266,184.723053114072,1,0.493341161170974,81.4712769489416,0.340104446280748,100.658746253686,19,10,128.778811071211,3,28
"107",2005,"Central America R",489,52.1384543101635,151,121,123.645996172925,-19.7808160075604,1,0.440536077832803,82.1607258638545,0.178759353701025,-383.78510962934,43,12,309.516100778373,3,142
"108",2006,"Central America R",463,4,-22.148949226225,141,119.469279894295,12.8981622369671,1,0.325203145504929,247.194273276327,0.49206398287788,251.989987219075,44,7,255.509974619289,3,141
"109",2007,"Central America R",489,4,57.3113191228091,191,68.3407967225565,2.42953891976276,-6.85773261006841,47.6697024895263,160.264867284374,0.378663726034574,80.3254255020123,40,-207.156841584771,-99.3935346264366,3,-422.774715167749
"110",2008,"Central America R",464,4,132,188,70,-38.9352148179718,1,0.409403282566927,212.507533935542,0.195213372353464,-97.7423814469694,18,1154.76515842355,86.1264747610656,2,-797.636667364505
"111",1999,"Chile",751,394,133.817424255074,201,10,65,15,-8,0.408217485179193,105.873484229561,162.378190598726,30,-79,232,12,-912.606696895308
"112",2000,"Chile",332,123,321.718456722003,232,6,86,15,0.170148223172873,0.449134638765827,3,-364.796717110064,38,-105,140,12,277.077747661983
"113",2001,"Chile",236,314.373437063064,49,270,0.406602559261955,130,15,0.354146883240901,0.146589003619738,3,18,35,-96,121,10,-310.335043863093
"114",2002,"Chile",247,205.540490785381,87,233,7,88,6,-2,0.245919025386684,3,55.094238606098,43,-31,65,7,-598.829013823989
"115",2003,"Chile",631,201.750889531902,156,276,11,131,5,0.00576559163164347,0.305874924408272,1,108.128090347377,57,-3,73,15,-603.043820166221
"116",2004,"Chile",1227,183.817397431152,160,303,14,123,-5.13578114311763,4,-13.0606098350514,0.035394745413214,358.38055065976,103,61,60,20,168.980519455473
"117",2005,"Chile",1445,245.512212049796,258,346,86.6514954579659,124,-6.92686842372549,7,106.424135448414,0.495410452829674,1055.66627393044,107,24,-26,18,1401.25470310303
"118",2006,"Chile",2246,177.608861164446,366,352,42.9918227811661,105,32.7831984040994,10,100.633467032282,0.139262989861891,1282.46663844094,132,35,58,17,131.318629633748
"119",2007,"Chile",9397,459.860929635945,470,488,17.9998384281705,153,26.2907302653999,13,202.541066275852,0.389531593304127,438.571602612105,132,97,68,29,114.447676210759
"120",2008,"Chile",5095,238.449632871524,29.0211624339611,562,46.2178567354141,198,40.6458423137467,21,100.318822378037,24.1952148594982,622.261235046907,139,123,96,28,105
"121",1999,"China",1157,105,14,1190,25,217,15,14,806,67,9,-57,7,-419.718666630387,-2,-385.28554169015
"122",2000,"China",1924,301,28,1721,43,152,21,40,1257,65,49,-28,-20,-491.707991984065,-3,273.909873055397
"123",2001,"China",2157,106,0.329137157881632,1974,72,290,10,73,1348,18,60,169,73,8,-10,-163
"124",2002,"China",2952,209,58,2296,52,442,24,171,1176,147,171,340,48,-161.759600803251,14,-710.663241881345
"125",2003,"China",3598,234,29,2923,147,542,51,273,1021,184,178,436,42,53.7518831555954,35,-1183.42462575116
"126",2004,"China",5343,856,48,3759,141,589,110,369,1081,241,206,583,27,-256.106883310737,127,-1219.60715250795
"127",2005,"China",7999,1469,45,5673,182,1260,156,456,2743,286,182,304,11,46.9785647045128,226,-1757.42304218877
"128",2006,"China",8318,1146,-136.797559322518,5645,253,1187,106,623,2334,295,331,753,50,61,309,-1768.35377113364
"129",2007,"China",9005,1140,-76.320626057322,5874,247,1271,112,783,2201,351,302,1126,52,245,318,-1260.62075321084
"130",2008,"China",10784,1834,74.5327689795041,6526,419,2303,89,846,1950,365,236,1447,153,232,412,-1242.33097882296
"131",1999,"Colombia",702,333,141.841463790187,235,60,119,10,0,0.190010688500479,29.6997645565787,420.293746478433,14,1,15,41,-283.059682075309
"132",2000,"Colombia",873,522,1,253,63,82,0.204495251644403,0,0.267852648627013,1,490.749872629091,155,-102,12,14,19
"133",2001,"Colombia",530,333,1,226,46,78,0.238494333345443,0,0.44935396569781,1,6,6,-102,23,7,36
"134",2002,"Colombia",772,461,1,263,86,54,0.496710200910456,0,1,2,277.86416843474,12,-32,27,11,30
"135",2003,"Colombia",733,386,1,213,46,75,0.288296366343275,0,1,2,206.032549232189,74,-16,47,8,21
"136",2004,"Colombia",995,422,0,311,24,127,2,22.7885780881364,15.4890370247255,50.028435680472,364.422756730918,86,-16,42,6,144
"137",2005,"Colombia",1443,569,0,438,46,151,9.63341050340182,50.3321617109963,-70.0308172043934,1.27418629656847,767.526795346701,173,-3.70933490951465,82.3902913217225,3,212
"138",2006,"Colombia",1470,565,0,564,54,177,2,98.4429642812633,145.578787923658,-43.0019202222889,277.092494598798,132,115.785418744277,58,44.8869501360678,155
"139",2007,"Colombia",1874,809,0,713,51,218,2,65.9814949441019,-13.9816094199234,85.6917804004932,1045.38205159887,91,-19,52,13,214
"140",2008,"Colombia",2137,967,0,772,58,293,2,74.2339335672533,53.7966800518402,1.34532848219554,-40.446201973424,121,-20,52,5,239
"141",1999,"Costa Rica",72,0.392328734975308,0,166,25,18,-18.7363872142892,0.293965925578959,33,17,0,-83,4,-4,0.384067109785974,-10
"142",2000,"Costa Rica",148,0.400713634560816,0,165,29,11,6,-2.44759537605399,55,25,0,-2,5,-1,-3,-16
"143",2001,"Costa Rica",179,0.274241752573289,0,179,30,11,7,-7.69122216404714,19.3838966899063,14,0,-1,6,-1,18.0864065526353,-334.899440309462
"144",2002,"Costa Rica",76,-51.5010735515484,0,199,31,6,6,0.399796074605547,157.269299775859,12,0,-26,6,-2,-1,389.499484116294
"145",2003,"Costa Rica",488,0.0623523150570691,0,205,34,6,7,0.128658363595605,20.626885475193,12,0,244,7,-4,16,20
"146",2004,"Costa Rica",400,0,103.994635634781,282,13,1,2.71471956173872,0,13.9464963462265,4,0,93,4,0,15,-235.593252196732
"147",2005,"Costa Rica",495,0,43.1943455483022,397,12,-2,8.33233162472286,0,205.747738456885,5,0,62,4,0,20,223.165133550468
"148",2006,"Costa Rica",511,0,-56.2945955975572,505,13,116,-8.96000405460203,0,46.6156733658232,9,0,-25,4,0,14,590.627726640575
"149",2007,"Costa Rica",574,0,305.851385360386,575,16,113,-16.0177420516123,0,-17.70720697452,10,0,149,154.484981219401,0,30,488.093691599373
"150",2008,"Costa Rica",495,0,-49.7353132769405,431,15,138,0,0,94,6,0,244,56.7151497561125,0,34,354.58670584595
"151",1999,"Czech Republic",238,0.487755596986972,58.290119873641,227,0.00535176892299205,26,7,5,1,2,81,0.0819767320062965,-9,4,17,235.38400429741
"152",2000,"Czech Republic",306,0.344659413443878,44.4823235967033,195,1,25,10,8,1.0423626133909,3,38,100,-20,12,19,447.199473955431
"153",2001,"Czech Republic",482,0.257079459843226,-239.608007798992,357,2,36,9,10,151.940869052035,3,161,114,-20,20,-9,-39.0450144705192
"154",2002,"Czech Republic",368,0.430236850632355,-54.4017062178432,416,3,38,11,2,17,4,159,48,-122,31,-4,37.3742157666651
"155",2003,"Czech Republic",574,0.280165755539201,14,432,6,12,6,7,11,7,150,63,13,32,-2,21
"156",2004,"Czech Republic",782,-40.9456536254423,256.512916813717,532,10.9500503095772,39,9,6,19,17,197,100,54,62,-16,34
"157",2005,"Czech Republic",1161,29.8537189669357,-135.470963803254,802,32.7411985798909,90,11,5,18,23,248,112,31,72,14,123
"158",2006,"Czech Republic",1131,53.2187106405273,-68.3353396229249,580,-8.54219192608638,65,19,40,23,24,272,165,22,91,25,249
"159",2007,"Czech Republic",1114,0,23.4790737108276,789,38.522004929679,169,19,70,16,-16.8642543600277,290,176,3,144,20,1372.3428252146
"160",2008,"Czech Republic",1090,0,173.884427251918,799,22.1178252901112,191,17,114,50,6,261,142,11,147,26,-199.705968174443
"161",1999,"Denmark",718,187,0,197,85,23,4,-7,48,64.3787832335992,-103.369138594604,194,-4,95,28,21
"162",2000,"Denmark",811,724.717070511759,0,186,49.0199074925018,150.352430917053,5.77967114973952,69,36.4497639388809,38.1292542856151,706.89018592448,288,-52.6198054626364,202.92264995863,30,-229
"163",2001,"Denmark",395,648.175274202712,0,-2,33.0505505039608,-9.40923465809356,22.7248921213719,99.0119376761722,-29.712470029084,0.332311864593066,451.550878935892,224,9.47645408974554,47,41,-344
"164",2002,"Denmark",346,452,0,201,55.0965161201357,32.0555512489163,8,90.1268177756203,-15,0.159817598410882,-102.332625282992,-240.946038153591,12,25,37,-446.980287388884
"165",2003,"Denmark",774,770.86140868207,0,195,49.5872118049394,95.4638384571607,43.9541410411032,9.57385303537593,-61.1422955943973,0.475657759234309,-4,81,-22,204.771363207169,143,-169
"166",2004,"Denmark",1366,799,0,223,8,29,4,25,-5,18,268.167740298391,245,14,185,210,-310
"167",2005,"Denmark",1868,1023.43046323585,0,429,18,17,13,42,7,19,139.237531029117,167,37,244,144,-772.155104210479
"168",2006,"Denmark",2364,602.877398983896,-134.131644020113,397,23,18,18,59,42,17,-251.050272210411,231,35,99,169,1
"169",2007,"Denmark",2211,812.472890690852,0,523,30,41,17,-16,158,18,318.591675273947,230,22,119,61,-469.218067936178
"170",2008,"Denmark",7532,835.569508959005,0,442,108,22,5,84,52,19,19.2503525211401,211,90,166,52,391.883149217407
"171",1999,"Dominican Republic",494,0,37.1401266169318,197,11.9666930237347,312.325348969895,7.41421637188943,0,0,0,0,32,-257.872287154299,0.390870029572397,0.168386656790972,2
"172",2000,"Dominican Republic",511,0,154.340518749871,219,13,22,18.0879317443259,0,0,0,0,34,201.530012510946,0.0238361463416368,0.206901972880587,0.26416110387072
"173",2001,"Dominican Republic",519,0,31.815199959173,168,11,23,0.309897782397456,0,0,0,0,31,-299.704452445251,0.198017264017835,0.330838690861128,1
"174",2002,"Dominican Republic",489,0,-99.6029762531694,157,6,25,0.0862230475759134,0,0,0,0,21,338.373743801827,0.0843455895083025,0.428220720612444,1
"175",2003,"Dominican Republic",280,0,251.940245784722,213,9,13,-12.2652146984832,0,0,0,0,15,163.655743773205,0.364731249748729,-50.5213411241185,0.102230217773467
"176",2004,"Dominican Republic",258,0,-222,195,33.0896059999249,15,0.476635973667726,0,0,0,0,21,-217.734435972641,0,0.124965971568599,286.539243860583
"177",2005,"Dominican Republic",639,0,44.545415831033,282,45.6058651906739,103,-2.1174029849445,0,0,0,0,28,84.4785877136501,0,0.199594866950065,136.051178414422
"178",2006,"Dominican Republic",640,0,-210.160183666854,542,61.4604476277468,116,17.3190735067567,0,0,0,0,30,-150.068548830183,0,0.00191079266369343,1204.15505730578
"179",2007,"Dominican Republic",383,0,155.000113073205,343,27.5020695742979,80,3.39834733530826,0,0,0,0,29,-56.1444460169109,0,0.443727372563444,-839.160547428043
"180",2008,"Dominican Republic",449,0,189.786535164297,408,56.4196972262542,88,-8.28188763360378,0,0,0,0,25,112.028787788397,0,-132.833256769289,-5
"181",1999,"Ecuador",73,97,77.694592844994,-2,7,1,1.49563032841768,0,0,0,-197.88642426523,-9,52.7405592529005,262.648198135799,-103.827849993166,1
"182",2000,"Ecuador",101,145,15,24,9,-5,-4,0,0,0,218.3575319288,-36,-86.196978646608,-3,0.228799817035906,-326.594357639429
"183",2001,"Ecuador",46,71,222.069426223692,14,-14,-3,-4,0,0,0,20,-22,286.73256852173,-5,-1,791.295534225289
"184",2002,"Ecuador",128,78,5,38,-5,0.496665646322072,-4,0,0,0,77.3649064534102,0.0382499585393816,645.7500923288,-9,-1,-66.3149049238778
"185",2003,"Ecuador",234,159,3,66,4,-5,-4,0,0,0,431.079805915535,-12,237.509852187637,-7,0.416596797178499,46.5648466256348
"186",2004,"Ecuador",488,361,20.2911581807633,44,-4.66285530273731,11,-5,0.415441621444188,0.220711934845895,0,-46.8378647638743,36,-91.6817370801257,-75.1944768437791,1,-5
"187",2005,"Ecuador",630,525,10.6554028018135,52,52.6970966512198,6,-6.09333170215505,0.0783372313017026,0.0930171451764181,0,444.057740182065,54,0.035214165225625,-12.5819079028558,1,-4
"188",2006,"Ecuador",257,120,99.151678333113,93,7,14,9.59808391786567,0.0161848844727501,0.436553102452308,0,-158.967318508311,38,0.206171796424314,135.867625126843,2,0.25532523158472
"189",2007,"Ecuador",113,-37,168.552372648546,121,6,17,0.204283196595497,0.458211164106615,0.218397828401066,0,381.917771950699,37,-34.8992031173002,344.079282539265,-104.6494203001,6
"190",2008,"Ecuador",191,38,28.295133561836,90,5,27,0.0185476506594568,0.340576161863282,0.0165667766705155,0,376.23704129478,53,0.254806799814105,-69.246350499258,38.4979434405906,4
"191",1999,"Egypt",642,525,0,-33,-29.963648002769,23,15.2752198219822,20,0,-1,-3,80,261.560285306534,-20.2025575299134,22.5138212785781,69
"192",2000,"Egypt",807,776,0,-46,5,41,34.5185315792535,28,0,-1,-3,32,0.0130820202175528,0.38678441545926,1,44
"193",2001,"Egypt",772,729,0,-37,-9,-24,5,30,0,-1,-4,26,0.0920903857331723,-1,1,55
"194",2002,"Egypt",984,925,0,-52,-17,-2,5,32,0,0,-4,93,0.377231139922515,295.109255007779,1,105.69716505057
"195",2003,"Egypt",1066,1041,0,-51,-12,3,6,30,0,0,-4,57,0.0460937938187271,74.3237445166653,2,317.882112436183
