"","Year","Country","All Industries","Mining","Total Manufacturing","Food Manufacturing","Chemicals Manufacturing","Primary and Fabricated Metals Manufacturing","Machinery Manufacturing","Computers and Electronic Products Manufacturing","Electrical Equipment, Appliances, and Components Manufacturing","Transportation Equipment Manufacturing","Wholesale Trade","Retail Trade","Information","Finance and Insurance","Professional, Scientific, and Technical Services","Other Industries"
"409",2017,"New Zealand",1172,-23,448,67,79,7,57,79,5,0.321391863632016,232,40,33,197,52,193
"410",2018,"New Zealand",911,-22,337,25,61,7,62,79,5,0.104227420757525,206,-94.3659006135907,33,142,53,799.715186108271
"411",2009,"Nigeria",8878,1174.95300501218,90,0.442938589025289,18,2,-8,60.6928581459327,0,0,125.036178898654,0.400080569437705,2,630.167590390956,57.6473984910513,-51
"412",2010,"Nigeria",12100,641.422107133993,67,0.153927740990184,5,2,16,47.2870870042806,0,0,875.696645600594,0,2,626.287215004458,-170.90713250792,-79
"413",2011,"Nigeria",16537,1463.57256263507,83,0.122349833953194,149.004324295426,74.5662145394296,-1,162.555105813794,0,0,-362.034436877428,0,2,585.451776388161,-78.6619841748304,1424.16887967992
"414",2012,"Nigeria",16646,988.122610686089,95,0.131118284654804,16,2,12,180.915111805148,0,0,-256.394471367984,0,476.019943192181,1020.42926011045,168.267201866265,151
"415",2013,"Nigeria",14864,824.55623384929,155,0.457905383664183,1.22852863756141,2,53,-134.315633498609,0,0,399.343370847492,0,2,348.887245850338,195.007356394478,29
"416",2014,"Nigeria",1096.92680813609,926.726272690486,-36.6815819771266,2,-195.986736842184,0,121.481283603186,35.8238712618715,0,0,-375.76808545881,0,2,936.254789959955,-77.6087453830182,-277.995841695393
"417",2015,"Nigeria",3369,1588.1869759908,-458,2,-100.609919382592,0,49.592749877679,-1,0,0,-116.361321963368,0,4,1059.5103525922,-89.0073703606917,970.993557479123
"418",2016,"Nigeria",1375,1437,-343,2,107.245560462128,0.462965394486673,127.104549051928,-1,0,0,97,0,30,744.962661425055,-3,-3535.46135563645
"419",2017,"Nigeria",3686,2697.04679648786,-298,2,-59.1008227228429,0.283518602140248,77.0462415776128,-1,0,0,53,0,50,789.726364373194,-1,41
"420",2018,"Nigeria",4985,617.382839666988,-184,2,-242.447962056289,0.483281573164277,-72.3003168755098,-1,0,0,34,0,-2.8354872811416,1084.16455250261,-1,45
"421",2009,"Norway",14235,12746,1597,14,57,-52.6146771689834,1168,39,7,1,46,0.14337663911283,144,-32,108,-373
"422",2010,"Norway",15528,13726,1758,97.1993127731362,64,4,1419,17,8,148.025103841951,112,-58.510097568806,206,-8,16,1088.69154914304
"423",2011,"Norway",19707,18185,1731,27,60,-100.40013030099,1198,46,52.020776820074,190.015950947319,-87.4063783876476,30,49,138,44,813.978602095647
"424",2012,"Norway",18658,16469,1624,27,119,11,906,34,5,0.112212782609276,94,76.3774724815918,140,463,130,-2445.68004867108
"425",2013,"Norway",16938,15003,1263,37,95,81.7358265587494,914.67060070095,28,3,-223.759515129377,582.935193175552,293.814862333341,124,583,131,1190.09747175445
"426",2014,"Norway",15381,12796,1675,19,169,33.917090731937,901.84545050869,12,4.60856707364048,0,117,249.007651666668,115,222,-19,-1218.24382153291
"427",2015,"Norway",6257,3840,1923,17,137,446.613684530226,836.739910190304,-2,9,0,134,19,334,129,47,-170
"428",2016,"Norway",3322,1609,1199,12,156,55.5267438202598,519,82.4308239216751,11,0,174,26,348,150,34,-218
"429",2017,"Norway",4668,3843,1302,44,175,-48.1901692523873,457,62,7,1,92,-5,-138,73,-33,-467
"430",2018,"Norway",6253,5246,1035,-54,172,-25.4626639114746,382,64,11,7,129,0.132362477481365,-114,42,0.459192044683732,-85
"431",2009,"Other Western Hemisphere R",4110,1576.95431591377,-79,160.086435312213,546.969831049596,-19,-3,0,0,0,257,-154.937964983901,159.710329541108,1165.7701273137,12,1843
"432",2010,"Other Western Hemisphere R",3927,1544.02776112233,118.926286699575,93.2016535084305,9,20.7246331911441,-4,0,0,0,186,14.6411572344363,-146.730492283956,756.468562335707,7,-299.221392173708
"433",2011,"Other Western Hemisphere R",3997,2512,162.308841095214,119.308841095214,13,34,-4,0,0,0,44.0219566838703,136.34714461141,155,789.299222276515,-95.5421431284002,-730.937301498353
"434",2012,"Other Western Hemisphere R",4185,1694,-69,135.753873298318,12,-109.344852697575,-4,0,0,0,82,-75.5269927639263,12.1410834425598,645.359340813873,10,2193.62610256372
"435",2013,"Other Western Hemisphere R",4090,1964,203.224303082591,156.369078758168,17,29.3727126129991,0.482511711423285,0,0,0,86,4,14,904.520248913783,10,48
"436",2014,"Other Western Hemisphere R",11075,1898,642.94670008148,101.716152782361,23,510.855639365128,0.123624764266424,7,0.251283169724047,0,166,61,22,912.350272910817,61.6583203754356,133
"437",2015,"Other Western Hemisphere R",14665,0.247045811964199,20,32.7479659537576,14,114.933575462102,0.22365794563666,7,0.248772309394553,0,48,-72.1017143927745,-30,666.548674163524,76.2938490342055,213
"438",2016,"Other Western Hemisphere R",11575,-641,242,83.0013235888531,23,453.008526014378,1,7,0.0793358776718378,0,101.956490456947,150.508191824376,-13,1030.6871075429,-129.597075371624,-62
"439",2017,"Other Western Hemisphere R",12097,41,185,62.0838623460882,62,201.947617253557,1,7,0.114077577600256,0,626.807239565242,53.214990092652,3.54072950100074,770.177463214203,-43.5082441035488,-6
"440",2018,"Other Western Hemisphere R",14231,427,122,49.25788861197,48,7.69767223343465,1,7,0.488476297468878,0,163,189.300924916927,-4.77447530244121,864.724868828139,41.1552814355071,115
"441",2009,"Panama",266,-8,16,5,8,0,0.0314574219519272,0.229110298794694,0.330037671257742,0,29,27,4,-9,6,202
"442",2010,"Panama",121,1,22,144.224024239764,10,0,0.0396136841736734,0.301974667352624,0.0138142397627234,0,74,1,4,17,-2.5275944639405,27.0947148578553
"443",2011,"Panama",0.361909404746257,166.367297775942,31,15,13,0,0.446073531406,0.167951267794706,0.0136702492600307,0,81,8,4,43,-9.26180660523701,-186
"444",2012,"Panama",193,7.73723242077967,36,-6.84736127478445,9,0,0.196646826458164,0.27190893702209,0.497417578473687,0,41,-149.591519146009,4,66,115.938892197369,20
"445",2013,"Panama",-211,368.956053244984,-108,-24.8782820468005,5,0,0.414545814623125,0.311912133707665,0.257945268880576,0,-75,131.073105884977,4,23,-102.698353647722,-87
"446",2014,"Panama",-238,-5,14,18,3,-1,1,0.0128709288546816,0,0,94,136.235400638976,5,6,19,6306.65157533502
"447",2015,"Panama",-39,-6,9,7.85295005009211,-93,-6,1,0.303812797530554,0.455657241400331,0,46,24,6,-1,8,-124
"448",2016,"Panama",168,6,149,9.33298391127841,18,-5,1,251.271688461902,0.0347066645044833,0,61,0.303550410691832,6,8,8,515.104834808817
"449",2017,"Panama",323,9,194,53.7829445499524,41,1,-41.7625137302546,0.37806603347417,0.446866868529469,0,112,39,6,28,8,-71
"450",2018,"Panama",368,10,162,87.2560456284205,-16,1,-5.80697786496562,0.480304955854081,0.271779558621347,0,103,38,6,47,8,-6
"451",2009,"Peru",3030,2212.06594657534,202,21,37,0.353187604690902,4,5,0.168737675063312,0,65,4,-14.6667683502817,76,10,35
"452",2010,"Peru",3823,1977.9735396355,177,17,24,21.5819658141866,4,62.6156697435971,0.294949072878808,0,42,4,115.563008094696,39,9,872.7316726961
"453",2011,"Peru",3824,3435,224,26,46,-57.8358550564376,-26.2909629835558,5,0.0856880821520463,0,11,4,185.694239829062,47,25,-2228.62460435554
"454",2012,"Peru",3567,3084,256,41,45,19.4059387578498,89.3745088831727,-47.2199525365632,0.402157248230651,0,74,4,-121.036040592309,47,18,1526.6689285566
"455",2013,"Peru",3134,2472,294,24,114,0.188364610308781,4,131.069020524539,0.445362586295232,0,88,4,8,12,45,211
"456",2014,"Peru",2386,1753,249,15,87,-1,15,0.424326161853969,0.451617761165835,0.256496920599602,99,0.203432478010654,3.729727350146,0.485241531394422,34,4465.1777359907
"457",2015,"Peru",1152,2960.56836732907,213,9,42,0.3992266721325,17,0.0858404972823337,0.276973584201187,0.253478160710074,59,0.262959116022103,214.840926876715,-36,19,218
"458",2016,"Peru",147,-304,212,26,20,0.187914073816501,18,0.467266352963634,0.27180566941388,0.340461905114353,32,0.253906960482709,-3,89,7,115
"459",2017,"Peru",2994,2562,220,39,24,0.31025080406107,19,233.77948898871,0.28737301484216,0.204677480272949,14,0.232434895238839,-2,69,38,95
"460",2018,"Peru",3369,2929,190,34,15,0.344329827581532,19,16.79227244848,-1.1819999736234,0.120940151275136,-14,0.256392310606316,-2,58,53,153
"461",2009,"Philippines",1955,185.989627246538,678,107,264,1,186.680058015492,101,50.9239594001046,2,28,61.1700939703777,57,300,59,296
"462",2010,"Philippines",1696,302.288846410817,702,101,214,1,8,299,88.2600172118183,-136.608232793773,94,200.576604822921,33,132,45,299
"463",2011,"Philippines",1624,621.140712627366,689,97,223,1,2,402,32,1172.18137033776,83,29,81,207,81,-1849.6034216366
"464",2012,"Philippines",2054,917.294858848649,919,34,138,1,3,615,5.29995807867494,137.547464867372,38,34,85,215,103,-2331.4961985654
"465",2013,"Philippines",1869,412.577891168873,757,94,133,0.153714518295601,2,373,32,-198.021866758755,62,66,102,184,96,-2384.83212311919
"466",2014,"Philippines",1952,381.863573736288,707,110,93,-52.3952427580561,4,371,9.30642266900155,116.66602630458,205,70,114,68,91,-2988.4844841759
"467",2015,"Philippines",818,1136.35137400738,468,123,77,-8,3,143,24.6313658599918,-430.577212219094,291,117,124,89,118,130.036293247611
"468",2016,"Philippines",2019,633.274403264825,909,161,91,-8,5,621,139.124181075372,1149.06760651655,234,96,105,110,83,252.671297521856
"469",2017,"Philippines",2105,612.39603953783,740,109,94,-8,6,450,96.7545804764407,-3.24218226297062,161,95,58,374,80,397.67630124034
"470",2018,"Philippines",1887,1196.45567960281,673,130,52,-8,6,388,8.6032456197379,5,133,80,64,401,100,2972.80574650908
"471",2009,"Poland",2133,-7,1213,329,251,20,8,-68,-13,314,331,-11,74,305,101,127
"472",2010,"Poland",2358,-7,1501,287,225,20,11,-45,-6,514,432,-22.1391617061229,49,197,84,-1492.45637231363
"473",2011,"Poland",2918,678.538466272259,1757,225,269,55,16,-10,41,558,585,29,113,322,69,-1068.91839828199
"474",2012,"Poland",2201,62.6157096511751,1010,-72,264,97,33,29,61.5931511571463,222,577,18,56,532,54,2808.17532846546
"475",2013,"Poland",2545,-211,1580,112,248,78,23,-13,12.4980707888834,591,645,-18,49,563,98,-161
"476",2014,"Poland",2444,-103,1503,158,223,88,34,7,55,571,643,-23,19,369,-7,43
"477",2015,"Poland",1713,-138,1245,156,147,50,48,15,22,438,414,4,16,105,15,52
"478",2016,"Poland",2582,-28,1619,182,160,80,53,2,145,596,565,3,-18,439,15,-12
"479",2017,"Poland",2201,-26,1650,204,164,96,121,-5,-6,638,306,4,-21,219,69,-1
"480",2018,"Poland",2627,-29,1928,353,153,164,132,-9,86,620,374,-4,-6,127,83,155
"481",2009,"Portugal",672,0,346,38,207,9,0.375377881340683,11,-1,18,314,11,11,-48,74,-36
"482",2010,"Portugal",1029,0,292,36,155,14,-2,21,-4,40,439,4,5,102,73,113
"483",2011,"Portugal",608,0,264,39,184,9,-1,31,-2,-54,120,3,-7,46,83,99
"484",2012,"Portugal",598,0,321,90,166,8,3,29,3.60376826489762,-22,170,7,-2,34,77,-10
"485",2013,"Portugal",617,0,198,-4.57247282447822,108,8,3,20,35.8890001087925,12,274,6,-5,1,85,57
"486",2014,"Portugal",553,-1,162,38,51,14,8,3,-4,35,154,7,4,47,77,104
"487",2015,"Portugal",503,0,150,12,64,6,10,10,-4,20,149,5,0.32696122082416,63,52,84
"488",2016,"Portugal",427,0,142,-2,20,7,44,10,47.0074156765279,26,120,-3,-1,15,72,83
"489",2017,"Portugal",453,0,157,7.44170238956483,15,11,12,218.649629216839,-3,45,177,-85.1857180320869,8,-12,52,223.154112195873
"490",2018,"Portugal",567,0,164,0.394406291656196,24,10,12,27,-3,46,138,2,-3,52,39,175
"491",2009,"Russia",2091,607,854,330,230,194.23758068672,39,-17,1,-186,207,-78.4296166025713,38,272,57,1403.81503306575
"492",2010,"Russia",3636,1093.37251881402,1732,81,561,107.791498503963,51,-4,1,53,331,-5,37,120.349915446592,75,-556.053790165415
"493",2011,"Russia",4830,278.281366753218,1704,-4,498,78.6621416284244,31,11,1,-71,467,-269.731575981547,86,488,194,-1669.49319415988
"494",2012,"Russia",4973,653.647130836751,1937,42,258,72.8708320342758,24,27,1,-145,612,-87.3525095434083,78,545,116,359
"495",2013,"Russia",3771,273.154704608081,2224,-106,484,112.858404841249,49,1,1,-239,406,75.983726603934,89,228,107,802.461932152934
"496",2014,"Russia",3054,-346.322975458576,1272,-165,528,31,84,40,2,-500.51487911244,416,215.775417436533,235,524.377357962402,102,113
"497",2015,"Russia",572,556.726728430902,334,-78,348,19,90.5278336429466,-14,2,-15.3691199857454,36,17.8715904997419,181,122,102,-202
"498",2016,"Russia",1582,-93,711,-54,392,82,276,10,2,-139.935738543307,237,5.87347717015853,203,294,116,-1906.87346477393
"499",2017,"Russia",2753,49,1393,65,302,92,83,224,2,277.509828169277,592,-2.69098969256795,133,286,140,6528.57930496468
"500",2018,"Russia",3245,408,1464,82,259,134,110,139,36.0655038129824,818.921430265075,645,-5,120,227,198,188
"501",2009,"Saudi Arabia",319,197,161,0,134,3,18,138.015972404259,1,0,-4,0,137.462665529014,8,25,-1590.3417870852
"502",2010,"Saudi Arabia",408,137,254,168.37914481548,188,3,20,283.816198434429,1,0,16,0,6,9,39,-53
"503",2011,"Saudi Arabia",3271,-165.97806136063,345,65.7803403827365,257,3,23,216.062127659112,1,0,117.240908313055,0,27,5,18,3962.7399881362
"504",2012,"Saudi Arabia",2926,-8.46672482471658,203,95.2851185494,76,3,25,162.516475732791,1,0,-43,0,-128.205905831429,4.53608610055901,-8,736.256949553866
"505",2013,"Saudi Arabia",2811,68.9053215612252,199,76.7559587379277,71,3,26,231.146289436172,1,0,28,0,-18.6966143878362,218.012713826926,77.9069602844125,-2816.15743881915
"506",2014,"Saudi Arabia",2615,-70.2708976618444,321,68.7214486953603,214,3,40.7776757249205,354.992660057428,0,0,137,0,31,22,108,346.697267934444
"507",2015,"Saudi Arabia",413,-36,366,65.4100588618221,263,2,95.45784792927,315.427691274763,0,0,16,-2,-53,22,109,-9
"508",2016,"Saudi Arabia",-282,-306,350,60.5833815638494,252,51.2765494355731,39.617184202028,289.410538078843,0,0,-32,-60.3991150174311,-53,27,124,3805.69410117827
"509",2017,"Saudi Arabia",-394,-193,298,131.266144398677,198,5,2,250.911670352715,0,0,-57,-67.656750577364,-45,36,29,-942.449689381948
"510",2018,"Saudi Arabia",-439,-247,156,41.7328741940218,76,138.29658681563,5,244.953587557093,0,0,-43,-55.7561015400747,-53,40,108,-226.075698901194
"511",2009,"Singapore",13582,107,7841,138,4612,63,325,1586,109,359,1983,23,289,3588,265,-514
"512",2010,"Singapore",15764,128,7250,28.0044276392417,5129,74,399,655,85,443,3854,13,136,3289,95,1000
"513",2011,"Singapore",23919,176,13058,204,6218,39,445,4246,160,460,3870,11,1112,2874,-44,2863
"514",2012,"Singapore",23907,274,11193,36,4010,98,797,4597,290,351,4258,8,955,4354,241,2625
"515",2013,"Singapore",26439,331,8515,103,2881,116,1078,3279,306,145,8075,18,1291,4389,349,3471
"516",2014,"Singapore",28397,326,10880,193,3093,87,843,4613,336,582,7696,62,1082,4621,825,2905
"517",2015,"Singapore",28494,173,12156,19,5287,109,939,5716,337,-1059.78860902024,6840,224.840683344854,1594,3636,858,1157.87139012531
"518",2016,"Singapore",26392,46,11660,-7,6197,-68,512,4862,279,-1324,6684,225.825168234856,1511,2666,1079,4104.55374437148
"519",2017,"Singapore",34855,110,16668,-1,5379,-72,588,10111,392,-1376,6125,-81.426429681378,2116,3792,1523,1360.74795957809
"520",2018,"Singapore",45773,199,23500,25,6517,-87,606,13116,587,664,5892,96.553306043625,2352,10468,1395,9537.59536352731
"521",2009,"South Africa",1845,-3,357,20,267,36,79,13,15,-153,399,206.041136729365,49,119,80,696.003019641287
"522",2010,"South Africa",1360,-22,643,77,249,41,87,15,7,127,269,233,39,44,74,80
"523",2011,"South Africa",1535,26,828,93,284,48,99,17,-4,-7,323,175,32,-1,83,69
"524",2012,"South Africa",1195,-71.4511135664545,570,86,239,48,123,18,-2,-101,213,304,22,-29,56,-1235.60560075223
"525",2013,"South Africa",1266,0.373137625749223,547,49,262,27,115,17,19,-50,207,247,22,100,32,111
"526",2014,"South Africa",1603,42,662,46,266,34,117,24,0.469092625193298,31,177,243.690132368282,74,281,42,-2759.35721174957
"527",2015,"South Africa",1102,50,547,109,129,11,57,22,0.192300751805305,15,26,478.50683325427,54,5,101,886.705016904945
"528",2016,"South Africa",795,33,258,38,150,9,18,25,-13.3500024959424,80,28,130,44,210,61,31
"529",2017,"South Africa",693,-78,184,79,206,4,-14,65,-13.2813322870499,-99,187,167,36,197,-37,38
"530",2018,"South Africa",1141,49,455,78,178,11,38,47,-11,172,245,143,44,160,-27,72
"531",2009,"South America R",689,7,691.99485853307,64,18,43.8054304202219,106.319830728997,1,0.258270014077425,458.611327369774,123,1,26.6362226332739,258,2,601.958867573766
"532",2010,"South America R",740,71,-353.749472549908,48.6265657807168,-345.014755259553,-85.9286948029747,-14.3222662675117,37.8741721525926,0.0155058468226343,5,79,1,924.602737142358,233,4,917.102497316714
"533",2011,"South America R",806,93,236,-13.5475952668467,23,214.388500540345,71.3876587449699,-31.7258749854508,0.36032681108918,1049.27064827477,84,1,188.018656598331,300,4,3104.18313600126
"534",2012,"South America R",765,855.540117807453,291,41.3873240411683,27,-18.453611911627,109.199608449676,1,0.321680889697745,-233.966123789721,75,1,-114.241065248324,180,3,15
"535",2013,"South America R",669,62,245,-1.32910618633975,26,173.119309826768,54.1312894915386,1,0.445096861920319,129.929572587102,59,1,129.843061895057,794.892087602115,10,63
"536",2014,"South America R",572,0.317922583315521,278,102,19,31.1942189270951,8,4,0.10458276362624,-5,58,6,-49.0123173619141,85,-34.9610779223585,50
"537",2015,"South America R",286,-30,110,36,25,89.6732167073653,8,5.26235939992869,0.0958151628728956,-4,38,51.8148496698185,-223.134080210501,73,15,24
"538",2016,"South America R",492,182.488267830082,156,125.083680754409,20,90.0388535209575,2,4,17.04580439572,-4,30,4,35,270,10,2542.77155092608
"539",2017,"South America R",675,35.9614968284332,84,30,25,108.121469234985,6,226.506032889268,0.334060910157859,-5,61,73.5880137553563,39,139,-55.0917300248248,19
"540",2018,"South America R",357,24.2710534411319,126,72,31,241.266750455965,1,160.035283989489,0.451906595146284,-5,69,7,23,26,120.657087033092,1084.52958649457
"541",2009,"Spain",1651,18,732,81,765,-284,-44,157,-14,-201,942,129,42,296,125,-634
"542",2010,"Spain",3468,20,3145,144,1175,-29,-4,313,73,167,539,18,37,217,-62,-446
"543",2011,"Spain",3617,22,3230,150,1510,-4,181,358,80,-635,582,-8,52,238,-2,-497
"544",2012,"Spain",371,15,-483,75,1026,-100,157.026890371149,293,34,-2294,875,-43,146,-180,211,-170
"545",2013,"Spain",2326,16,1860,89,824,-135,234,214,33,-26,594,-112,145,-92,-93,7
"546",2014,"Spain",2810,10,1671,163,1348,-89,103,102,41,-140,627,-106,193,437,-89,67
"547",2015,"Spain",2822,9,2560,126,1041,56,206,-42,55,814,296,-72,92,-9,-31,-22
"548",2016,"Spain",3492,7,2287,113,783,114,243,98,38,261,466,-62,75,646,34,39
"549",2017,"Spain",4558,8,3071,98,1084,200,232,40,19,470,493,-61,24,605,299,120
"550",2018,"Spain",5265,9,2795,125,1411,44,226,54,26,204,446,-84,98,1630,228,142
"551",2009,"Sweden",-642,0,-1357,-49.2389293613924,-779,32,160.57243142319,-158,12,-866,1452,40,54,-466,402,-766
"552",2010,"Sweden",-295,0,400,19,-441,39,164,134,6,56,1281,23,40,557,265,-2861
"553",2011,"Sweden",17,0,254,39,-694,90,80,135,19,55,1159,23,21,875,346,-2662
"554",2012,"Sweden",2029,0,786,54,-299,42,63,202,6,75,1280,29,49,406,201,-721
"555",2013,"Sweden",1815,0,-414,49,-1422,42,-70,108,16,110,1260,-26,35,305,316,340
"556",2014,"Sweden",2994,-5,1654,38,171,51,176,145,1,58,1091,-77,163,368,321,-521
"557",2015,"Sweden",2489,-4,1646,-6.43664764516758,269,45,205,404.166981567188,-16,80,584,-19,255,-11,163,-126
"558",2016,"Sweden",2799,-4,1739,17,816,62,128,269,-7,21,369,-28,370,585,227,-460
"559",2017,"Sweden",3062,-4,1391,42,604,57,64,370,-12,73,205,-27,727,873,262,-364
"560",2018,"Sweden",1807,-4,2110,15,856,27,85,345,-13,230,199,-31,232,707,245,-1652
"561",2009,"Switzerland",22633,-253.089833839572,7499,62,4237,10,31,391,453.061755909016,71,10260,1130.38517183988,1224,1583,803,950.198355156326
"562",2010,"Switzerland",21618,19.0074966377706,8042,22,3995,17,30,454,572.778170195449,99,10045,599.453183353806,1094,1243,306,-157
"563",2011,"Switzerland",26838,954.738044757548,7274,41,2741,66,1034,360,1260.29528311933,93,13103,899.869111299583,1196,1394,228,30932.5493639016
"564",2012,"Switzerland",23741,133.11818276231,7300,-13,2798,62,912,506,1115,-74,11221,2398.44602021203,1030,1444,396,736
"565",2013,"Switzerland",34743,-202.348619655694,6431,-7,2328,30,764,275,1107,37,18333,1209.56312303394,1495,2562,353,2295.01758795536
"566",2014,"Switzerland",40584,671.051163924246,9114,16,3784,12,1987,1039,216,7,17777,1438.95217082659,986,2363,290,12913.2954155619
"567",2015,"Switzerland",39664,45,10715,-79,7148,20,650,363,210,75,17293,2591,927,2093,151,5849
"568",2016,"Switzerland",40927,-25,12446,-55,7431,22,1154,986,132,27,13504,2456,972,2674,81,8819
"569",2017,"Switzerland",36891,-8,11641,33,6229,38,950,1693,222,464.497832683489,12553,2421,1194,3044,1294,4751
"570",2018,"Switzerland",40292,-34,9725,-29,4289,29,685,1599,1179,-37,12784,1938.25715668258,1956,2071,941,1797.63430383494
"571",2009,"Taiwan",3001,0.134233432007022,1424,14,267,32.7040040562469,30,315,-11,650.050873114538,337,78,183,881,94,3
"572",2010,"Taiwan",4104,0.0344982075039297,2174,7.5388177658749,155.074451408525,142.32856796037,34,462,41,81.1887956416439,376,90,246,1023,110,85
"573",2011,"Taiwan",4162,0.356635277392343,2419,64.4860240351685,471,72.8324402740305,56,778,30.4617302049296,29,346,90,199,833,127,147
"574",2012,"Taiwan",3769,0.387646627845243,2133,-46.3023329488891,350,36.6779244334759,58,732,8.55410001613436,-3,422,77,124,791,127,96
"575",2013,"Taiwan",3247,0.0231160051189363,1777,16,245,-83.854917964585,58,751,4,-535.274550844517,526,75,122,546,128,73
"576",2014,"Taiwan",3442,0,2198,12,258,72,55,1340,11,-39.6884098670201,457,92,61,438,139,56
"577",2015,"Taiwan",2887,0,1630,12,254,74,59,828,6,-12.1044654967307,285,83,262,489,118,20
"578",2016,"Taiwan",2856,0,1634,17,331,102,65,714,6,-431.856067132559,314,78,269,464,96,1
"579",2017,"Taiwan",3412,0,2098,19,464,69,81,960,7,653.302037207117,182,58,282,631,129,32
"580",2018,"Taiwan",3126,0,2093,18,487,128,-24,1123,7,270.117367078932,285,102,236,510,125,-225
"581",2009,"Thailand",4643,261.740473772475,1517,86,331,2,79,879,79.3627860998386,5,535,20,10,523,114,146.202166468324
"582",2010,"Thailand",5686,879.683164038518,2682,128,355,2,98,1591,22.6853121077654,116,195,31,10,154,115,-1328.32281598693
"583",2011,"Thailand",6044,1043.90139287268,2084,200,403,3,126,1022,60.0128207506768,24,303,36,10,191,171,2021.61677183222
"584",2012,"Thailand",7049,158.374126417046,2213,203,404,108.818533244494,143,985,71.5519680628241,188,394,-32.2952130979561,10,314,161,-3259.89014299665
"585",2013,"Thailand",7114,283.375109123278,2895,184,549,49.6162260634489,210,1570,100.438814380425,209,376,47,10,222,161,-1422.95181490388
"586",2014,"Thailand",6414,721.467775776548,2840,127,344,15,163,1276.45558626558,48.2948152961928,-338,267,23,15,217,179,198.235405262587
"587",2015,"Thailand",5791,817.643631279625,3360,119,295,36,-19,1151.32937664163,-17.5900747773424,-322,297,40,15,230,141,-1674.11716826426
"588",2016,"Thailand",4913,865.117611436406,2978,170,440,37,93,1872.81328369281,9.09329725679608,63,306,10,16,288,107,-3153.45233604919
"589",2017,"Thailand",6363,667.96918095415,3686,182,485,24,124,1290.12804994312,75.0027875961538,341,324,147.96061595815,19,322,155,3266.89827206264
"590",2018,"Thailand",6815,1066.48626489275,3813,192,473,37,122,1537.82260730954,112.130382150265,447,375,25,18,352,166,3334.81694613541
"591",2009,"Turkey",1019,428.655025762542,757,10.2227510862916,214,247.599068592324,8,140.764473887677,2,21,303,-4,28,103,35,-1556.05312469481
"592",2010,"Turkey",1083,269.473175173234,923,109,244,91.3673628069177,12,-55.8200940462533,-2,151,249,-4,24,140.014648458862,21,-911.568017839956
"593",2011,"Turkey",591,827.335022964877,762,116,107,165.987092172737,10,-6,1,123,128,-4,22,31,49,-1130.50238641315
"594",2012,"Turkey",510,810.212067156703,627,89,192,136.040154932108,11,-5,1,-99,232,-4,26,110,13,-1451.36061056236
"595",2013,"Turkey",333,358.614198606313,449,62,99,2.08608948334222,-21.7518615203137,-6,1,-129,331,9,24,26,7,-852.982999212562
"596",2014,"Turkey",1129,1501.20254227217,860,76,281,52.5979105867212,-79.272665765066,-5,0.200193191645667,-43.9073404039557,397,-2,11,226,-18,-890.33094418458
"597",2015,"Turkey",851,484.907888623308,745,6.5877180667492,159,20.4839185836278,2,150.456284889534,3,743.321014245889,272,-9,16,116,3,-964.585275693874
"598",2016,"Turkey",1162,-6.80577461559983,955,144,195,17.4351513272962,-1,-40.1504551636256,3,170.202325956632,362,-10,-17,93,3,1083.6774800057
"599",2017,"Turkey",1250,183.835291666014,962,156,206,69,1,113,3,159,301,-12,-23,256,10,9402.75671572921
"600",2018,"Turkey",865,541.527126662857,742,109,130,171.732433052872,-6,108,28.2619731609689,939.130302064913,153,-8,-12,206,37,2369.87505203139
"601",2009,"United Arab Emirates",3027,2489,158,7,356.069844032472,22.9092766891491,9,47,47.0288675769914,0,214,-5,-214.399213816388,73,43,-930.699720455251
"602",2010,"United Arab Emirates",3754,2980,218,8,128,63.6254154084934,40,9.71018948193225,12.8707139879308,0,132,-5,-77.301355867173,172,75,-2215.08618925426
"603",2011,"United Arab Emirates",9560,4797,358.24132904956,9,254,81.7322302773861,39.5626708831008,-27.0535721109268,1,0,708.771629283377,113.484222149,-0.911052330771145,268,87,120
"604",2012,"United Arab Emirates",10866,5576,632.130170822152,115.592962715968,263,9,227.46122828197,16.0759798242145,1,0,440.737571179617,-2,108.64647577219,315,77,71
"605",2013,"United Arab Emirates",11193,6156,482.623478596263,0.0328522714553401,227,-42.4547297187189,139.46027207517,157.585083968356,1,0,1140.44728515848,63.4405576094736,181.47528089436,306,81,82
"606",2014,"United Arab Emirates",7725,5802,620,14.8065315086047,283,88.6120097716697,77,117,6,0,700,12,54,924.054087792333,206,3713.42270466804
"607",2015,"United Arab Emirates",4888,3244,471,95.7661783169229,116,181.323699938032,155,97,6,0,568,9,47,216,207,126
"608",2016,"United Arab Emirates",3656,1938,403,1,90,1,184,27,6,0,604,173.30193652754,51,160,248,3974.75242586575
"609",2017,"United Arab Emirates",5202,3223,377,-42.8131285627277,138,-11,146,27,6,0,622,3,57,311,413,197
"610",2018,"United Arab Emirates",5776,4264,177,140.800982076951,165,36,-34,-2,6,0,579,0.488175006699748,25,328,126,276
"611",2009,"United Kingdom",34872,4540,8325,1564,1671,93,853,-371,76,304,5618,4925,1765,12567,3931,-6799
"612",2010,"United Kingdom",34568,5877,11420,1231,1908,319,1107,1096,56,1061,4263,2330,1168,10166,2351,-3007
