iso	year	pi	source	type	emp	wages	at	t_at	txt	revenue_unrelated	revenue_total	net_interest	etr
ITA	2004	3861000000.0	BEA_return	all_groups	263700.0	13257000000.0	144122000000.0	29990000000.0	2279000000.0			275000000.0	0.5902615902615903
ITA	2005	4803000000.0	BEA_return	all_groups	267100.0	13789000000.0	151036000000.0		2084000000.0			293000000.0	0.43389548199042266
ITA	2006	5189000000.0	BEA_return	all_groups	274600.0	14140000000.0	168123000000.0		2305000000.0			560000000.0	0.44420890344960495
ITA	2007	6014000000.0	BEA_return	all_groups	276200.0	14783000000.0	204563000000.0		2910000000.0			594000000.0	0.4838709677419355
ITA	2008	6152000000.0	BEA_return	all_groups	265900.0	16064000000.0	192661000000.0		1620000000.0			958000000.0	0.2633289986996099
ITA	2009	3992000000.0	BEA_return	all_groups	213700.0	14490000000.0	155293000000.0	18361000000.0	1701000000.0			396000000.0	0.42610220440881763
ITA	2010	3393000000.0	BEA_return	all_groups	205600.0	13886000000.0	155883000000.0	15599000000.0	1724000000.0	92383000000.0	110644000000.0	516000000.0	0.5081049218980254
ITA	2011	4575000000.0	BEA_return	all_groups	207900.0	15315000000.0	169229000000.0	16234000000.0	1979000000.0	98427000000.0	118863000000.0	606000000.0	0.43256830601092894
ITA	2012	3475000000.0	BEA_return	all_groups	206700.0	15018000000.0	173422000000.0	15276000000.0	2341000000.0	86309000000.0	110185000000.0	575000000.0	0.6736690647482014
ITA	2013	3980000000.0	BEA_return	all_groups	204900.0	14972000000.0	179956000000.0	16219000000.0	1884000000.0	92154000000.0	110682000000.0	715000000.0	0.4733668341708543
ITA	2014	3494000000.0	BEA_return	all_groups	217700.0	16040000000.0	180436000000.0	17689000000.0	2220000000.0	98386000000.0	117715000000.0		0.6353749284487693
ITA	2015	4321000000.0	BEA_return	all_groups	214900.0	14603000000.0	168758000000.0	16253000000.0	1464000000.0	91249000000.0	108271000000.0	192000000.0	0.3388104605415413
ITA	2016	3777000000.0	BEA_return	all_groups	223700.0	14370000000.0	167274000000.0	16344000000.0	1188000000.0	88356000000.0	106278000000.0	110000000.0	0.3145353455123114
ITA	2017	5224000000.0	BEA_return	all_groups	232500.0	15112000000.0	189095000000.0	18527000000.0	1589000000.0	94232000000.0	112887000000.0	-6000000.0	0.3041730474732006
ITA	2018	4328000000.0	BEA_return	all_groups	249400.0	16385000000.0	182698000000.0	23603000000.0	1459000000.0	102792000000.0	124755000000.0	-201000000.0	0.33710720887245843
ITA	2019	7143000000.0	BEA_return	all_groups	254800.0	16370000000.0	205604000000.0	25313000000.0	1884000000.0	99389000000.0	116982000000.0	-40000000.0	0.2637547249055019
ITA	2020	4900000000.0	BEA_return	all_groups	237100.0	15793000000.0	209938000000.0	19411000000.0	1352000000.0	89005000000.0	103027000000.0	-297000000.0	0.27591836734693875
ITA	2021	5683000000.0	BEA_return	all_groups	234100.0	16923000000.0	202338000000.0	18391000000.0	1569000000.0			-268000000.0	0.27608657399260955
JAM	2004		BEA_return	all_groups			5056000000.0	1031000000.0					
JAM	2005		BEA_return	all_groups	5900.0	124000000.0	2191000000.0						
JAM	2006		BEA_return	all_groups									
JAM	2007		BEA_return	all_groups	4400.0	64000000.0	1893000000.0						
JAM	2008		BEA_return	all_groups	4200.0	60000000.0	1966000000.0						
JAM	2009		BEA_return	all_groups	4900.0	112000000.0	2208000000.0	642000000.0					
JAM	2010		BEA_return	all_groups	4800.0	106000000.0	2152000000.0	648000000.0					
JAM	2011		BEA_return	all_groups	4800.0	104000000.0	2232000000.0	616000000.0					
JAM	2012		BEA_return	all_groups	4700.0	101000000.0	1955000000.0	526000000.0					
JAM	2013		BEA_return	all_groups	4700.0	103000000.0	1947000000.0	508000000.0					
JAM	2014		BEA_return	all_groups	5200.0	97000000.0	902000000.0	287000000.0					
JAM	2015		BEA_return	all_groups	5900.0	145000000.0	1002000000.0	364000000.0					
JAM	2016		BEA_return	all_groups	3800.0	118000000.0	931000000.0	342000000.0					
JAM	2017		BEA_return	all_groups	3800.0	118000000.0	962000000.0	346000000.0					
JAM	2018		BEA_return	all_groups	3800.0	118000000.0	953000000.0	354000000.0					
JAM	2019		BEA_return	all_groups	6800.0	150000000.0	1071000000.0	455000000.0					
JAM	2020		BEA_return	all_groups	6700.0	148000000.0	1095000000.0	452000000.0					
JAM	2021		BEA_return	all_groups	6700.0	129000000.0	1075000000.0	447000000.0					
JOR	2004		BEA_return	all_groups	2300.0	22000000.0							
JOR	2005		BEA_return	all_groups	2400.0	23000000.0	253000000.0						
JOR	2006		BEA_return	all_groups	1700.0	20000000.0							
JOR	2007		BEA_return	all_groups	1700.0	20000000.0							
JOR	2008		BEA_return	all_groups	1700.0	24000000.0							
JOR	2009		BEA_return	all_groups	2100.0	28000000.0	895000000.0	150000000.0					
JOR	2010		BEA_return	all_groups	2400.0	31000000.0	947000000.0	168000000.0					
JOR	2011		BEA_return	all_groups		35000000.0	983000000.0						
JOR	2012		BEA_return	all_groups	1500.0	34000000.0	722000000.0	91000000.0					
JOR	2013		BEA_return	all_groups	1400.0	33000000.0	766000000.0	97000000.0					
JOR	2014		BEA_return	all_groups	1900.0	56000000.0	902000000.0	142000000.0					
JOR	2015		BEA_return	all_groups	1900.0	57000000.0	985000000.0	149000000.0					
JOR	2016		BEA_return	all_groups	1800.0	60000000.0	1112000000.0	147000000.0					
JOR	2017		BEA_return	all_groups	1100.0	36000000.0	898000000.0	99000000.0					
JOR	2018		BEA_return	all_groups	1300.0	46000000.0	944000000.0	141000000.0					
JOR	2019		BEA_return	all_groups	2300.0	73000000.0	1232000000.0	159000000.0					
JOR	2020		BEA_return	all_groups	2400.0	73000000.0	1234000000.0	158000000.0					
JOR	2021		BEA_return	all_groups	2400.0	79000000.0	1436000000.0	199000000.0					
JPN	2004	14960000000.0	BEA_return	all_groups	537900.0	31941000000.0	545517000000.0	60096000000.0	6089000000.0			-3434000000.0	0.40701871657754013
JPN	2005	16803000000.0	BEA_return	all_groups	619700.0	34489000000.0	585486000000.0		6638000000.0			-2728000000.0	0.3950485032434684
JPN	2006	15718000000.0	BEA_return	all_groups	594100.0	31694000000.0	621842000000.0		8350000000.0			-3358000000.0	0.5312380710013996
JPN	2007	16277000000.0	BEA_return	all_groups	619500.0	31628000000.0	654603000000.0		6815000000.0			-2882000000.0	0.4186889475947656
JPN	2008	17830000000.0	BEA_return	all_groups	581900.0	31868000000.0	591268000000.0		4396000000.0			-6040000000.0	0.24655075715086933
JPN	2009	15574000000.0	BEA_return	all_groups	311100.0	27943000000.0	860671000000.0	42617000000.0	404000000.0			-6925000000.0	0.025940670348015924
JPN	2010	11916000000.0	BEA_return	all_groups	311900.0	28021000000.0	951445000000.0	33494000000.0	5319000000.0	173848000000.0	215979000000.0	-7866000000.0	0.44637462235649544
JPN	2011	19481000000.0	BEA_return	all_groups	319900.0	30828000000.0	1029082000000.0	33823000000.0	8252000000.0	206222000000.0	256518000000.0	-6811000000.0	0.42359221805862124
JPN	2012	21977000000.0	BEA_return	all_groups	321400.0	32303000000.0	1017303000000.0	25619000000.0	7529000000.0	184966000000.0	209276000000.0	-6645000000.0	0.34258543022250537
JPN	2013	18982000000.0	BEA_return	all_groups	321700.0	28252000000.0	892888000000.0	23411000000.0	5096000000.0	168064000000.0	190694000000.0	-6504000000.0	0.2684648614476873
JPN	2014	21044000000.0	BEA_return	all_groups	337900.0	27205000000.0	932829000000.0	26056000000.0		173785000000.0	196841000000.0	-5961000000.0	
JPN	2015	22406000000.0	BEA_return	all_groups	367400.0	25984000000.0	897397000000.0	27345000000.0	5509000000.0	157561000000.0	182602000000.0	-7579000000.0	0.24587164152459162
JPN	2016	21183000000.0	BEA_return	all_groups	344200.0	25289000000.0	1029070000000.0	28632000000.0	6852000000.0	166268000000.0	193577000000.0	-8540000000.0	0.3234669310295992
JPN	2017	22730000000.0	BEA_return	all_groups	361600.0	25433000000.0	1021529000000.0	28644000000.0	5015000000.0	176390000000.0	202269000000.0	-9038000000.0	0.22063352397712274
JPN	2018	24949000000.0	BEA_return	all_groups	370100.0	25603000000.0	1030302000000.0	30285000000.0	7469000000.0	182025000000.0	208299000000.0	-8683000000.0	0.2993707162611728
JPN	2019	24133000000.0	BEA_return	all_groups	380500.0	26048000000.0	1047375000000.0	34673000000.0	8057000000.0	183635000000.0	207930000000.0	-6797000000.0	0.33385820246135994
JPN	2020	23507000000.0	BEA_return	all_groups	386300.0	26771000000.0	1099594000000.0	35894000000.0	4897000000.0	204839000000.0	223545000000.0	-9540000000.0	0.20832092568171184
JPN	2021	23370000000.0	BEA_return	all_groups	353200.0	26458000000.0	1066576000000.0	36945000000.0	6154000000.0	224816000000.0	245385000000.0	-8501000000.0	0.263329054343175
KAZ	2004		BEA_return	all_groups	8700.0	231000000.0							
KAZ	2005		BEA_return	all_groups	8800.0	226000000.0	28096000000.0						
KAZ	2006		BEA_return	all_groups	9200.0	243000000.0							
KAZ	2007		BEA_return	all_groups	9900.0	300000000.0							
KAZ	2008		BEA_return	all_groups	7500.0	298000000.0							
KAZ	2009		BEA_return	all_groups	7400.0	287000000.0	46023000000.0	15790000000.0					
KAZ	2010		BEA_return	all_groups	7500.0	333000000.0	50128000000.0	16634000000.0					
KAZ	2011		BEA_return	all_groups	6600.0	301000000.0	65367000000.0	17390000000.0					
KAZ	2012		BEA_return	all_groups	8500.0	335000000.0	71470000000.0	17986000000.0					
KAZ	2013		BEA_return	all_groups	9400.0	388000000.0							
KAZ	2014		BEA_return	all_groups	8900.0	367000000.0							
KAZ	2015		BEA_return	all_groups	9900.0	484000000.0							
KAZ	2016		BEA_return	all_groups	8800.0	383000000.0							
KAZ	2017		BEA_return	all_groups	7500.0	343000000.0							
KAZ	2018		BEA_return	all_groups	7000.0	338000000.0							
KAZ	2019		BEA_return	all_groups	6700.0	321000000.0							
KAZ	2020		BEA_return	all_groups									
KAZ	2021		BEA_return	all_groups									
KEN	2004		BEA_return	all_groups			724000000.0	285000000.0					
KEN	2005		BEA_return	all_groups			675000000.0						
KEN	2006		BEA_return	all_groups			595000000.0						
KEN	2007		BEA_return	all_groups			753000000.0						
KEN	2008		BEA_return	all_groups			687000000.0						
KEN	2009		BEA_return	all_groups	3400.0	60000000.0	1225000000.0	207000000.0					
KEN	2010		BEA_return	all_groups	3900.0	62000000.0	1342000000.0	222000000.0					
KEN	2011		BEA_return	all_groups	3800.0	61000000.0	1596000000.0	217000000.0					
KEN	2012		BEA_return	all_groups	4000.0	66000000.0	1587000000.0	228000000.0					
KEN	2013		BEA_return	all_groups	3900.0	78000000.0	2116000000.0	527000000.0					
KEN	2014		BEA_return	all_groups	5600.0	94000000.0	2228000000.0	567000000.0					
KEN	2015		BEA_return	all_groups	5300.0	89000000.0	2049000000.0	485000000.0					
KEN	2016		BEA_return	all_groups	5900.0	92000000.0	2252000000.0	535000000.0					
KEN	2017		BEA_return	all_groups	5900.0	92000000.0	2172000000.0	536000000.0					
KEN	2018		BEA_return	all_groups	5900.0	86000000.0	2079000000.0	525000000.0					
KEN	2019		BEA_return	all_groups	4300.0	105000000.0	2220000000.0	490000000.0					
KEN	2020		BEA_return	all_groups	4400.0	105000000.0	2212000000.0	487000000.0					
KEN	2021		BEA_return	all_groups	4300.0	105000000.0	2396000000.0	500000000.0					
KGZ	2009		BEA_return	all_groups	600.0			7000000.0					
KGZ	2010		BEA_return	all_groups	600.0			7000000.0					
KGZ	2011		BEA_return	all_groups	600.0			7000000.0					
KGZ	2012		BEA_return	all_groups	600.0			7000000.0					
KGZ	2013		BEA_return	all_groups	600.0			7000000.0					
KGZ	2014		BEA_return	all_groups	2100.0	26000000.0	389000000.0	23000000.0					
KGZ	2015		BEA_return	all_groups	2000.0	24000000.0	354000000.0	20000000.0					
KGZ	2016		BEA_return	all_groups	2000.0	20000000.0	281000000.0	19000000.0					
KGZ	2017		BEA_return	all_groups	1900.0	18000000.0	514000000.0	26000000.0					
KGZ	2018		BEA_return	all_groups	2200.0	24000000.0	291000000.0	21000000.0					
KGZ	2019		BEA_return	all_groups	2000.0	22000000.0	330000000.0	21000000.0					
KGZ	2020		BEA_return	all_groups	1900.0	21000000.0	302000000.0	21000000.0					
KGZ	2021		BEA_return	all_groups	2000.0	21000000.0	323000000.0	20000000.0					
KHM	2004		BEA_return	all_groups									
KHM	2005		BEA_return	all_groups	600.0	2000000.0							
KHM	2006		BEA_return	all_groups	600.0	3000000.0							
KHM	2007		BEA_return	all_groups	600.0	3000000.0							
KHM	2008		BEA_return	all_groups	600.0	2000000.0							
KHM	2009		BEA_return	all_groups	800.0	4000000.0	233000000.0	61000000.0					
KHM	2010		BEA_return	all_groups	700.0	5000000.0	259000000.0	67000000.0					
KHM	2011		BEA_return	all_groups	1600.0	15000000.0	314000000.0	101000000.0					
KHM	2012		BEA_return	all_groups	1600.0	15000000.0	314000000.0	101000000.0					
KHM	2013		BEA_return	all_groups	1700.0	16000000.0	226000000.0						
KHM	2014		BEA_return	all_groups	4200.0	21000000.0	545000000.0	118000000.0					
KHM	2015		BEA_return	all_groups	4100.0	17000000.0	585000000.0	136000000.0					
KHM	2016		BEA_return	all_groups	4200.0	18000000.0	475000000.0	156000000.0					
KHM	2017		BEA_return	all_groups	4300.0	19000000.0	515000000.0	162000000.0					
KHM	2018		BEA_return	all_groups	4200.0	20000000.0	515000000.0						
KHM	2019		BEA_return	all_groups	3400.0	21000000.0	456000000.0	200000000.0					
KHM	2020		BEA_return	all_groups	3400.0	21000000.0	474000000.0	186000000.0					
KHM	2021		BEA_return	all_groups	3500.0	24000000.0	565000000.0	233000000.0					
KIR	2004		BEA_return	all_groups		1000000.0							
KIR	2005		BEA_return	all_groups		1000000.0							
KIR	2006		BEA_return	all_groups		1000000.0							
KIR	2007		BEA_return	all_groups		1000000.0							
KIR	2008		BEA_return	all_groups		1000000.0							
KNA	2004		BEA_return	all_groups									
KNA	2005		BEA_return	all_groups									
KNA	2006		BEA_return	all_groups									
KNA	2007		BEA_return	all_groups									
KNA	2008		BEA_return	all_groups									
KNA	2009		BEA_return	all_groups	200.0	7000000.0		4000000.0					
KNA	2010		BEA_return	all_groups	200.0	7000000.0		4000000.0					
KNA	2011		BEA_return	all_groups	200.0	7000000.0		4000000.0					
KNA	2012		BEA_return	all_groups	200.0	7000000.0		4000000.0					
KNA	2013		BEA_return	all_groups	200.0	7000000.0		4000000.0					
KNA	2014		BEA_return	all_groups	800.0	27000000.0	1556000000.0	100000000.0					
KNA	2015		BEA_return	all_groups	800.0	31000000.0	1497000000.0	92000000.0					
KNA	2016		BEA_return	all_groups	800.0	28000000.0	1680000000.0	103000000.0					
KNA	2017		BEA_return	all_groups	800.0	28000000.0	1873000000.0	105000000.0					
KNA	2018		BEA_return	all_groups	700.0	27000000.0	1977000000.0	108000000.0					
KNA	2019		BEA_return	all_groups	700.0	31000000.0	2354000000.0	110000000.0					
KNA	2020		BEA_return	all_groups	700.0	31000000.0	1137000000.0	107000000.0					
KNA	2021		BEA_return	all_groups	700.0	31000000.0	1155000000.0	105000000.0					
KOR	2004	2463000000.0	BEA_return	all_groups	112600.0	4318000000.0	50748000000.0	15460000000.0	660000000.0			224000000.0	0.2679658952496955
KOR	2005	2880000000.0	BEA_return	all_groups	119600.0	5216000000.0	59406000000.0		722000000.0			-26000000.0	0.25069444444444444
KOR	2006	3900000000.0	BEA_return	all_groups	125100.0	5973000000.0	86901000000.0		721000000.0			-44000000.0	0.18487179487179486
KOR	2007	4701000000.0	BEA_return	all_groups	120800.0	6433000000.0	99625000000.0		1258000000.0			-186000000.0	0.26760263773665177
KOR	2008	3056000000.0	BEA_return	all_groups	120200.0	5857000000.0	83903000000.0		808000000.0			-473000000.0	0.2643979057591623
KOR	2009	2818000000.0	BEA_return	all_groups	118200.0	5069000000.0	130996000000.0	9373000000.0	656000000.0			-807000000.0	0.23278921220723917
KOR	2010	3947000000.0	BEA_return	all_groups	118900.0	5352000000.0	134697000000.0	11224000000.0	848000000.0	42655000000.0	51422000000.0	-548000000.0	0.2148467190271092
KOR	2011	5081000000.0	BEA_return	all_groups	122400.0	6104000000.0	136952000000.0	12952000000.0	1147000000.0	49309000000.0	60464000000.0	-690000000.0	0.22574296398346783
KOR	2012	5372000000.0	BEA_return	all_groups	126400.0	6890000000.0	141967000000.0	11212000000.0	1008000000.0	50074000000.0	62866000000.0	-900000000.0	0.18763961280714817
KOR	2012	5372000000.0	BEA_return	all_groups	126400.0	6890000000.0	141967000000.0	11212000000.0	1008000000.0	50074000000.0	62866000000.0	-900000000.0	0.18763961280714817
KOR	2013	4354000000.0	BEA_return	all_groups	122600.0	6974000000.0	142247000000.0	11563000000.0	1031000000.0	45525000000.0	62856000000.0	-948000000.0	0.2367937528709233
KOR	2014	5093000000.0	BEA_return	all_groups	131100.0	8075000000.0	163806000000.0	15403000000.0	1253000000.0	51244000000.0	69799000000.0	-964000000.0	0.2460239544472806
KOR	2015	5399000000.0	BEA_return	all_groups	125300.0	7540000000.0	155812000000.0	15191000000.0	1167000000.0	50687000000.0	68436000000.0	-962000000.0	0.2161511390998333
KOR	2016	5692000000.0	BEA_return	all_groups	121900.0	7339000000.0	152605000000.0	15488000000.0	1104000000.0	50265000000.0	66699000000.0	-998000000.0	0.19395643007730148
KOR	2017	5517000000.0	BEA_return	all_groups	119300.0	7584000000.0	162686000000.0	15725000000.0	1369000000.0	52441000000.0	65586000000.0	-804000000.0	0.248142106217147
KOR	2018	4476000000.0	BEA_return	all_groups	116300.0	7460000000.0	158803000000.0	14168000000.0	1287000000.0	56013000000.0	69120000000.0	-923000000.0	0.2875335120643432
KOR	2019	6089000000.0	BEA_return	all_groups	117500.0	7486000000.0	191627000000.0	15505000000.0	1641000000.0	57521000000.0	69676000000.0	-767000000.0	0.26950238134340615
KOR	2020	6159000000.0	BEA_return	all_groups	121800.0	7565000000.0	184562000000.0	15625000000.0	1469000000.0	55899000000.0	70379000000.0	-978000000.0	0.23851274557558044
KOR	2021	7039000000.0	BEA_return	all_groups	126200.0	8026000000.0	160700000000.0	16998000000.0	1644000000.0	62311000000.0	78666000000.0	-554000000.0	0.23355590282710612
KWT	2004		BEA_return	all_groups	1400.0	90000000.0	2984000000.0	1536000000.0					
KWT	2005		BEA_return	all_groups	1500.0	115000000.0							
KWT	2006		BEA_return	all_groups	2000.0	170000000.0							
KWT	2007		BEA_return	all_groups	1900.0	185000000.0							
KWT	2008		BEA_return	all_groups	2000.0	176000000.0							
KWT	2009		BEA_return	all_groups	2400.0	189000000.0							
KWT	2010		BEA_return	all_groups	2300.0	214000000.0	4192000000.0						
KWT	2011		BEA_return	all_groups	1500.0	90000000.0	1176000000.0	98000000.0					
KWT	2012		BEA_return	all_groups	1500.0	91000000.0		103000000.0					
KWT	2013		BEA_return	all_groups	1500.0	85000000.0		83000000.0					
KWT	2014		BEA_return	all_groups	800.0	78000000.0	1319000000.0	144000000.0					
KWT	2015		BEA_return	all_groups	800.0	76000000.0	1092000000.0	58000000.0					
KWT	2016		BEA_return	all_groups	900.0	97000000.0	1390000000.0						
KWT	2017		BEA_return	all_groups	1700.0	159000000.0	1547000000.0						
KWT	2018		BEA_return	all_groups	2000.0	193000000.0	1719000000.0						
KWT	2019		BEA_return	all_groups	2200.0	224000000.0	2330000000.0	319000000.0					
KWT	2020		BEA_return	all_groups	1900.0	199000000.0	2648000000.0	275000000.0					
KWT	2021		BEA_return	all_groups	3800.0	188000000.0	2422000000.0	209000000.0					
LAO	2004		BEA_return	all_groups									
LAO	2005		BEA_return	all_groups	100.0	1000000.0	8000000.0						
LAO	2006		BEA_return	all_groups	100.0	1000000.0	8000000.0						
LAO	2007		BEA_return	all_groups									
LAO	2008		BEA_return	all_groups									
LAO	2009		BEA_return	all_groups			4000000.0	1000000.0					
LAO	2010		BEA_return	all_groups			5000000.0	1000000.0					
LAO	2011		BEA_return	all_groups			5000000.0	1000000.0					
LAO	2014		BEA_return	all_groups		1000000.0		6000000.0					
LAO	2015		BEA_return	all_groups	100.0	3000000.0							
LAO	2016		BEA_return	all_groups		1000000.0		3000000.0					
LAO	2017		BEA_return	all_groups		1000000.0		3000000.0					
LAO	2018		BEA_return	all_groups		1000000.0		3000000.0					
LAO	2019		BEA_return	all_groups		1000000.0		6000000.0					
LAO	2020		BEA_return	all_groups		1000000.0		6000000.0					
LAO	2021		BEA_return	all_groups		1000000.0		6000000.0					
LBN	2004		BEA_return	all_groups	400.0	16000000.0							
LBN	2005		BEA_return	all_groups	1100.0	28000000.0	632000000.0						
LBN	2006		BEA_return	all_groups	1100.0	29000000.0	637000000.0						
LBN	2007		BEA_return	all_groups			745000000.0						
LBN	2008		BEA_return	all_groups	1100.0	30000000.0	667000000.0						
LBN	2009		BEA_return	all_groups	600.0	25000000.0	837000000.0	27000000.0					
LBN	2010		BEA_return	all_groups	600.0	25000000.0	956000000.0	26000000.0					
LBN	2011		BEA_return	all_groups		25000000.0	999000000.0	26000000.0					
LBN	2012		BEA_return	all_groups	700.0	33000000.0	1150000000.0	34000000.0					
LBN	2013		BEA_return	all_groups	700.0	29000000.0	1232000000.0	32000000.0					
LBN	2014		BEA_return	all_groups	800.0		1255000000.0	30000000.0					
LBN	2015		BEA_return	all_groups	800.0		1242000000.0	28000000.0					
LBN	2016		BEA_return	all_groups	800.0		1208000000.0	28000000.0					
LBN	2017		BEA_return	all_groups	800.0		1305000000.0	27000000.0					
LBN	2018		BEA_return	all_groups	700.0		1258000000.0	28000000.0					
LBN	2019		BEA_return	all_groups	1100.0	41000000.0	1530000000.0	29000000.0					
LBN	2020		BEA_return	all_groups	1100.0	41000000.0	1539000000.0	31000000.0					
LBN	2021		BEA_return	all_groups	1000.0	43000000.0	1610000000.0	27000000.0					
LBR	2004		BEA_return	all_groups	8700.0	119000000.0	3327000000.0	881000000.0					
LBR	2005		BEA_return	all_groups	8400.0	113000000.0	2337000000.0						
LBR	2006		BEA_return	all_groups	8900.0	124000000.0							
LBR	2007		BEA_return	all_groups	9700.0	130000000.0							
LBR	2008		BEA_return	all_groups	9800.0	127000000.0							
LBR	2009		BEA_return	all_groups	9400.0	195000000.0	1630000000.0	357000000.0					
LBR	2010		BEA_return	all_groups	9400.0	141000000.0	1902000000.0	425000000.0					
LBR	2011		BEA_return	all_groups	10200.0	176000000.0	2276000000.0	488000000.0					
LBR	2012		BEA_return	all_groups	11000.0	191000000.0	2537000000.0	670000000.0					
LBR	2013		BEA_return	all_groups	10500.0	187000000.0	2677000000.0	890000000.0					
LBR	2014		BEA_return	all_groups			1985000000.0	808000000.0					
LBR	2015		BEA_return	all_groups			1761000000.0	665000000.0					
LBR	2016		BEA_return	all_groups			1586000000.0	428000000.0					
LBR	2017		BEA_return	all_groups			1672000000.0	432000000.0					
LBR	2018		BEA_return	all_groups			1698000000.0	430000000.0					
LBR	2019		BEA_return	all_groups			1712000000.0	424000000.0					
LBR	2020		BEA_return	all_groups	6800.0		1294000000.0						
LBR	2021		BEA_return	all_groups	6900.0		1664000000.0						
LBY	2004		BEA_return	all_groups	600.0	13000000.0							
LBY	2005		BEA_return	all_groups	600.0	17000000.0							
LBY	2006		BEA_return	all_groups	700.0	20000000.0	3961000000.0						
LBY	2007		BEA_return	all_groups	900.0	32000000.0	3150000000.0						
LBY	2008		BEA_return	all_groups	1000.0	53000000.0	4824000000.0						
LBY	2009		BEA_return	all_groups	600.0	41000000.0	6865000000.0	3262000000.0					
LBY	2010		BEA_return	all_groups	700.0		6549000000.0	3021000000.0					
LBY	2011		BEA_return	all_groups	500.0		5473000000.0	3007000000.0					
LBY	2012		BEA_return	all_groups	600.0		6218000000.0	2940000000.0					
LBY	2013		BEA_return	all_groups	700.0	56000000.0	6137000000.0	2951000000.0					
LBY	2014		BEA_return	all_groups	700.0	62000000.0	6227000000.0	2989000000.0					
LBY	2015		BEA_return	all_groups	100.0	20000000.0	4148000000.0						
LBY	2016		BEA_return	all_groups	100.0	19000000.0	3606000000.0	2078000000.0					
LBY	2017		BEA_return	all_groups	100.0	16000000.0	3375000000.0	2056000000.0					
LBY	2018		BEA_return	all_groups	100.0	14000000.0	3092000000.0	1985000000.0					
LBY	2019		BEA_return	all_groups	100.0	9000000.0	1724000000.0	1150000000.0					
LBY	2020		BEA_return	all_groups	100.0	6000000.0	1583000000.0	1159000000.0					
LBY	2021		BEA_return	all_groups	100.0	8000000.0	2217000000.0	1146000000.0					
LCA	2004		BEA_return	all_groups	400.0	4000000.0	77000000.0	18000000.0					
LCA	2005		BEA_return	all_groups	400.0	5000000.0	106000000.0						
LCA	2006		BEA_return	all_groups	400.0	4000000.0	125000000.0						
LCA	2007		BEA_return	all_groups	400.0	4000000.0	194000000.0						
LCA	2008		BEA_return	all_groups	400.0	5000000.0	237000000.0						
LCA	2009		BEA_return	all_groups	500.0	7000000.0	171000000.0	14000000.0					
LCA	2010		BEA_return	all_groups	500.0	6000000.0	334000000.0	16000000.0					
LCA	2011		BEA_return	all_groups	400.0	6000000.0	266000000.0	8000000.0					
LCA	2012		BEA_return	all_groups	500.0	7000000.0	294000000.0	11000000.0					
LCA	2013		BEA_return	all_groups	500.0	7000000.0	294000000.0	7000000.0					
LCA	2014		BEA_return	all_groups	100.0	2000000.0	291000000.0	7000000.0					
LCA	2015		BEA_return	all_groups	100.0	2000000.0	288000000.0	7000000.0					
LCA	2016		BEA_return	all_groups	100.0	2000000.0	302000000.0	7000000.0					
LCA	2017		BEA_return	all_groups	100.0	2000000.0	458000000.0	7000000.0					
LCA	2018		BEA_return	all_groups	100.0	2000000.0	334000000.0	7000000.0					
LCA	2019		BEA_return	all_groups	200.0	3000000.0	431000000.0	6000000.0					
LCA	2020		BEA_return	all_groups	200.0		533000000.0	6000000.0					
LCA	2021		BEA_return	all_groups	200.0		735000000.0	15000000.0					
LIE	2004		BEA_return	all_groups	200.0	12000000.0	1153000000.0	2000000.0					
LIE	2005		BEA_return	all_groups	300.0	25000000.0	1308000000.0						
LIE	2006		BEA_return	all_groups	200.0	18000000.0	606000000.0						
LIE	2007		BEA_return	all_groups		1000000.0	520000000.0						
LIE	2008		BEA_return	all_groups		1000000.0	538000000.0						
LIE	2009		BEA_return	all_groups									
LIE	2010		BEA_return	all_groups									
LIE	2011		BEA_return	all_groups									
LIE	2012		BEA_return	all_groups			579000000.0						
LIE	2013		BEA_return	all_groups			539000000.0						
LIE	2014		BEA_return	all_groups			953000000.0	4000000.0					
LIE	2015		BEA_return	all_groups	300.0		865000000.0						
LIE	2016		BEA_return	all_groups	400.0		1186000000.0						
LIE	2017		BEA_return	all_groups	300.0		1607000000.0	10000000.0					
LIE	2018		BEA_return	all_groups	300.0		1696000000.0	10000000.0					
LIE	2019		BEA_return	all_groups	200.0		1544000000.0	9000000.0					
LIE	2020		BEA_return	all_groups	200.0		1521000000.0	9000000.0					
LIE	2021		BEA_return	all_groups	200.0		1518000000.0	10000000.0					
LKA	2004		BEA_return	all_groups									
LKA	2005		BEA_return	all_groups	1400.0	8000000.0	293000000.0						
LKA	2006		BEA_return	all_groups	1300.0	8000000.0	204000000.0						
LKA	2007		BEA_return	all_groups	1400.0	8000000.0	245000000.0						
LKA	2008		BEA_return	all_groups	1300.0	8000000.0	232000000.0						
LKA	2009		BEA_return	all_groups	4500.0	58000000.0	506000000.0	102000000.0					
LKA	2010		BEA_return	all_groups	4500.0	58000000.0	537000000.0	97000000.0					
LKA	2011		BEA_return	all_groups	5200.0	62000000.0	582000000.0	91000000.0					
LKA	2012		BEA_return	all_groups	4900.0	59000000.0	597000000.0	49000000.0					
LKA	2013		BEA_return	all_groups	4400.0	60000000.0	546000000.0	36000000.0					
LKA	2014		BEA_return	all_groups	3800.0	42000000.0	619000000.0	63000000.0					
LKA	2015		BEA_return	all_groups	3700.0	41000000.0	611000000.0	52000000.0					
